"","Created.Data","Latitude","Longtitude","Years"
"1","12/15/2014 05:44:00 PM",40.7994408777841,-73.955303485105,"2015"
"2","12/27/2014 02:40:00 PM",40.8023000841718,-73.9697278728767,"2015"
"3","12/29/2014 10:21:00 AM",40.8010570328514,-73.970931209981,"2015"
"4","01/08/2015 07:24:00 PM",40.818022252607,-73.9618194220762,"2015"
"5","01/12/2015 07:21:00 PM",40.8018006924825,-73.9610774372067,"2015"
"6","01/12/2015 03:32:00 PM",40.8158809472464,-73.9605598070826,"2015"
"7","01/12/2015 02:28:00 PM",40.818022252607,-73.9618194220762,"2015"
"8","01/13/2015 11:17:00 AM",40.8137781892691,-73.959686799678,"2015"
"9","01/20/2015 12:52:00 PM",40.8041684075169,-73.9667000865662,"2015"
"10","01/22/2015 12:16:00 PM",40.8116255643556,-73.9575603404154,"2015"
"11","01/24/2015 05:03:00 PM",40.8120975282548,-73.9572132368942,"2015"
"12","02/02/2015 05:22:00 PM",40.8137781892691,-73.959686799678,"2015"
"13","02/04/2015 02:22:00 PM",40.8018006924825,-73.9610774372067,"2015"
"14","02/04/2015 01:05:00 PM",40.8137781892691,-73.959686799678,"2015"
"15","02/05/2015 09:44:00 AM",40.8137781892691,-73.959686799678,"2015"
"16","02/12/2015 10:19:00 PM",40.798243039553,-73.9524618224992,"2015"
"17","02/18/2015 09:53:00 PM",40.8137781892691,-73.959686799678,"2015"
"18","02/24/2015 06:42:00 AM",40.7980131995048,-73.9712070330661,"2015"
"19","03/02/2015 02:31:00 PM",40.8158809472464,-73.9605598070826,"2015"
"20","03/02/2015 02:31:00 PM",40.8151200097123,-73.9587033349937,"2015"
"21","03/03/2015 02:36:00 PM",40.8109930271523,-73.9542878488369,"2015"
"22","03/06/2015 12:35:00 AM",40.7983896505875,-73.9729549730063,"2015"
"23","03/09/2015 10:18:00 AM",40.8137781892691,-73.959686799678,"2015"
"24","03/10/2015 03:36:00 PM",40.8018006924825,-73.9610774372067,"2015"
"25","03/10/2015 03:15:00 PM",40.8137781892691,-73.959686799678,"2015"
"26","03/16/2015 08:29:00 PM",40.7983896505875,-73.9729549730063,"2015"
"27","03/16/2015 09:42:00 PM",40.8023463082102,-73.9681096770604,"2015"
"28","03/17/2015 10:42:00 AM",40.7981236074321,-73.9636800603623,"2015"
"29","03/19/2015 07:46:00 PM",40.8051672774286,-73.9659807689084,"2015"
"30","03/23/2015 11:02:00 AM",40.7983896505875,-73.9729549730063,"2015"
