"","Created.Data","Latitude","Longtitude","Years"
"1","10/05/2017 12:30:00 PM",40.8135394615902,-73.9598675745297,"2017"
"2","10/07/2017 10:34:00 PM",40.814187499405,-73.9606908656949,"2017"
"3","10/10/2017 06:34:00 PM",40.8161228385982,-73.9616145853137,"2017"
"4","10/18/2017 06:52:00 PM",40.7962459095041,-73.97249716231,"2017"
"5","10/18/2017 09:00:00 PM",40.8077811494629,-73.9529173835718,"2017"
"6","10/20/2017 09:33:00 AM",40.814187499405,-73.9606908656949,"2017"
"7","10/20/2017 09:32:00 AM",40.8155265873903,-73.9597182550041,"2017"
"8","10/24/2017 05:24:00 AM",40.8142391792494,-73.9593360940755,"2017"
"9","10/28/2017 08:58:00 PM",40.8142391792494,-73.9593360940755,"2017"
"10","11/01/2017 05:10:00 PM",40.7888693016321,-73.966740240031,"2017"
"11","11/02/2017 09:21:00 PM",40.8137781892691,-73.959686799678,"2017"
"12","11/07/2017 09:37:00 AM",40.8137781892691,-73.959686799678,"2017"
"13","11/15/2017 06:55:00 PM",40.8087354432229,-73.9447708718271,"2017"
"14","11/29/2017 11:53:00 AM",40.8012628318594,-73.9613919903697,"2017"
"15","11/30/2017 08:37:00 PM",40.8137781892691,-73.959686799678,"2017"
"16","12/01/2017 12:12:00 AM",40.8123280230486,-73.9570469119078,"2017"
"17","12/04/2017 01:21:00 PM",40.814187499405,-73.9606908656949,"2017"
"18","12/12/2017 09:19:00 AM",40.8113913018118,-73.9627191231359,"2017"
"19","12/15/2017 10:53:00 PM",40.8031061922266,-73.9582484475244,"2017"
"20","12/19/2017 08:07:00 AM",40.8137781892691,-73.959686799678,"2017"
"21","12/28/2017 01:49:00 PM",40.812610647015,-73.9568263636765,"2017"
"22","12/28/2017 01:53:00 PM",40.812610647015,-73.9568263636765,"2017"
"23","02/19/2016 06:46:00 PM",40.8145249894538,-73.9530571189524,"2017"
"24","08/25/2016 03:26:00 PM",40.8011551900429,-73.9596474892518,"2017"
"25","09/29/2016 06:17:00 PM",40.8041684075169,-73.9667000865662,"2017"
"26","11/29/2016 06:50:00 PM",40.7913757617787,-73.968595248549,"2017"
"27","12/12/2016 09:05:00 PM",40.7936599233483,-73.9706671869647,"2017"
"28","12/28/2016 06:00:00 PM",40.7993848309823,-73.9684108782507,"2017"
"29","12/29/2016 06:02:00 PM",40.8014097064952,-73.9575776895239,"2017"
"30","01/20/2017 11:25:00 AM",40.7944956468027,-73.9764453328046,"2017"
"31","01/24/2017 04:13:00 PM",40.7931995335743,-73.9635852362128,"2017"
"32","01/27/2017 06:49:00 PM",40.8000142237589,-73.9716829344742,"2017"
"33","01/27/2017 11:11:00 PM",40.8023588379509,-73.9494248045309,"2017"
"34","02/14/2017 11:12:00 PM",40.8074339137556,-73.9643071277921,"2017"
"35","02/14/2017 07:35:00 AM",40.7960978872761,-73.9633308347022,"2017"
"36","02/27/2017 12:43:00 PM",40.8128291922782,-73.9616706734455,"2017"
